,Date,Company,Title,City,Region,Country,Level,Type,Requirements,Industry,Link
685,,Robert Half,Business Analyst (Data & BI), Sydney, New South Wales, Australia , Associate,Full-time ,Newly created role for a Technical Business Analyst with strong skills in SQL and Power BI.  You will be working directly with various business units to run workshops and understand Data and Reporting needs. There is a BI development team in place here  but in this role you yourself must be able to do SQL coding and Power BI dashboard creation.  This role will provide technical guidance to data driven projects. The main activities undertaken within this role will include the understanding and documentation of business requirements  high level solutioning to help understand how the business priorities can be implemented and managing the development team in the implementation of these projects.  Skill set / experience needed - Engage business stakeholders in the understanding and documentation of data driven business requirements Perform data analysis to help define and understand business requirements Perform high level data integration development Complete high-level solution designs  translating data requirements into the appropriate technical specifications Assist with managing and maintaining data models Assist with the governance and data standards and principles within the information solutions team Engage and collaborate with the Data and Analytics delivery function through the implementation and testing of data driven solutions Assist in the preparation of the acceptance criteria  test and deployment plans Assist in the continuous improvement of the technology function by identifying process improvement opportunities within the Insights team and the broader technology function Prior experience in system development  change management and/or client service delivery Prior experience working with data warehouse  SQL  BI reporting. Understanding of data analysis and data integration Prior experience working with Power BI or other visualisation tools Understanding of key Business Intelligence concepts including data warehouse design and modern data warehouse practices (Star Schema) Ability to collaborate with business executives on complex topics Ability to present data through visualization technologies This is a fantastic opportunity to play a pivotal role in a cloud data transformation journey., Staffing and Recruiting,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
686,,Avanade,PowerBI Developer, Perth, Western Australia, Australia , Entry level,Full-time ,Job Description  As a Power BI Developer  you will use comprehensive modern data engineer techniques and methods to support business decisions for Avanade clients. You can collect  aggregate  and analyze structured/unstructured data from multiple internal and external sources and patterns  insights  and trends to decision-makers. Your goal is to support the use of data-driven insights to help our clients achieve business outcomes and objectives.  Key Role Responsibilities:  Support teams providing technology-based data reporting tools and management for business segments or the company at large. Support project plans around reporting and analytics tools  information dashboards  data visualizations  data modelling and other end-user information portals or resources. Generate ad-hoc reports and regular datasets or report information for business-users using system tools and database or data warehouse queries and scripts. Integrate data from multiple sources to produce requested or required data elements. Program and maintain report form and formats  information dashboards  datasets  canned reports  and other end-user information portals. Design and execute performance tests under supervision. Collect business and functional specifications and capture requirements from different client business partners.  Key Role Skill & Capability Requirements:  Strong experience with Power BI. Strong experience in Data Visualisation with Power BI. Proficient with SQL for the generation and extraction of data for use in analytics and reporting. Professional experience with data mining  analysis  modeling  of large scale  complex data sets. Interpreting results using a variety of techniques  ranging from simple exploratory data analysis to statistical modelling Cloud experience in MS Azure environment will be strongly preferred. Expertise with modern data warehouse design patterns and tools  Benefits Of Being An Avanade Employee  Additional 5 days personal Leave + Opportunity to purchase extra annual leave Wellbeing & Gadget Allowance Flexible working arrangements Generous parental leave Corporate private health insurance discounts Up to 80 hours of training per year  Please note that all applicants must be an Australian Citizen or a PR visa holder.  This role requires direct contact with Avanade clients as well as attendance in person at Avanade workplaces and other company sponsored meetings and events. In order to comply with our client requirements and Avanade’s own health and safety obligations this role requires the Applicant to be fully vaccinated against Covid-19. Proof of vaccination will be required during the application process. Applicants who have appropriate written proof of a medical or religious reason for not being fully vaccinated against COVID-19 may provide such documentation.  About Avanade  Avanade is the leading provider of innovative digital  cloud and advisory services  industry solutions and design-led experiences across the Microsoft ecosystem. Every day  our 56 000 professionals in 26 countries make a genuine human impact for our clients  their employees and their customers.  We have been recognized as Microsoft’s Global SI Partner of the Year more than any other company. With the most Microsoft certifications (60 000+) and 18 (out of 18) Gold-level Microsoft competencies  we are uniquely positioned to help businesses grow and solve their toughest challenges.  We are a people first company  committed to providing an inclusive workplace where employees feel comfortable being their authentic selves. As a responsible business  we are building a sustainable world and helping young people from underrepresented communities fulfil their potential.  Majority owned by Accenture  Avanade was founded in 2000 by Accenture LLP and Microsoft Corporation. Learn more at www.avanade.com ., IT Services and IT Consulting,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
687,,Transport Accident Commission (TAC),Business Intelligence Analyst, South Geelong, Victoria, Australia , Mid-Senior level,Full-time ,Posted by Alissa Boyce People & Culture Specialist Send InMail Business Intelligence Analyst  Senior or Junior opportunity Full time  12 month fixed term roles Geelong office location  with flexibility to work from home in line with TAC’s Flexible Working Guidelines Salary $89 852 - $111 997 plus superannuation Our Story  The TAC is a Victorian Government-owned organisation whose role is to promote road safety  support those who have been injured on our roads and help them get their lives back on track.  About the Role  The Business Intelligence Analyst develops routine and pro-active claim analysis  creates a visual representation of data and communicates this analysis to relevant stakeholders  in order to support the TAC’s clients in getting their lives back on track.  About the Team  This role will be a part of our Scheme Insights branch within the Scheme Performance Division which is responsible for ensuring the ongoing viability of the TAC scheme. Working in a supportive and collaborative team environment.  A Day in the Life  Develop pro-active insights of internal and external factors and trends Develop reporting such as scorecards  KPI’s  targets and dashboards for claims management Communicate trends and alert management to areas of interest Analyse existing reporting solutions and perform enhancements as/when required. What you’ll need to succeed  Junior Business Intelligence Analyst (with less than 2 years’ experience) will ideally possess the following skills and attributes:  Enthusiastic about data and reporting  highly motivated and ability to work on own or as part of a team. An interest in data trends and the drivers that affect change An ability to problem solve quickly and efficiently with capability to think outside the box Strong analytical skills with the ability to collect  organise  analyse and disseminate significant amounts of information with attention to detail and accuracy Business Intelligence Analyst (with multiple years’ experience) will ideally possess the following skills and attributes:  Strong communication skills  experience in an analytical role that is focused on the provision of high level analysis and reporting to senior management Strong Leadership skills to influence a wide range of stakeholders and collaboration skills to determine improved solutions. Highly developed analytical and data manipulation skills  with expertise in coding with either SAS/SQL and or Visualisation skills in Microsoft Excel  PowerPoint  Power BI or Qlik Experience with data modelling within Qlik or Power BI highly desirable and experience and or understanding of statistical modelling is beneficial Why join the TAC?  We foster an engaged and inclusive culture  our 2021 survey results show 95% of our employees feel proud to work for the TAC. Our people enjoy a range of rewarding benefits  including:  Competitive remuneration  annual bonus and salary packaging options Genuine work-life balance with attractive leave options and work flexibility A comprehensive wellbeing calendar of events and initiatives Extensive professional development opportunities Together  our differences make us stronger  At the TAC  we believe that a diverse workforce operating within an inclusive culture is critical to achieving our purpose. We promote a workplace that actively seeks to include  respect and value the unique contributions of all people  because we believe that together  our differences make us stronger.  We are committed to inclusion  diversity and accessibility in our employment practices  and encourage Aboriginal and Torres Strait Island people  people with disability  women and gender diverse people  culturally diverse and LGBTIQ+ people to apply for our roles. If we can assist you with any reasonable adjustments in order to submit your application for this role  please contact the TAC People & Culture Team on (03) 5225 7500 or via email at People_Culture@tac.vic.gov.au and a member of the team will be in touch.  The Transport Accident Commission is committed to the health  safety and wellbeing of employees. This includes complying with the Chief Health Officer’s directions  including the TAC’s requirements to collect  record and hold vaccination information about its employees. Successful applicants will be required to provide evidence of their COVID-19 vaccination status or medical exemption prior to commencing employment.  We’d love to hear from you  If this opportunity excites you  please submit your Cover Letter and Resume via our careers page. Successful applicants will be contacted and progress to the next stage of the recruitment process. All applicants will be advised of the outcome of their application.  Applications for this role will be accepted up until 11:55pm on Wednesday 27 April 2022  If this role isn’t quite right for you but you know of someone who would be interested  please feel free to share the ad with them., Government Relations Services,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
688,,Westpac Group,Senior Data & Reporting Analyst, Sydney, New South Wales, Australia ,,Full-time,Job Description  How will I help?  As a Senior Data and Reporting Analyst  you will join AML Reporting team working on a range of strategic pieces of work where you will be reporting on both Financial Crime and Operations. You will be responsible for delivering risk insights and reporting / analytics solutions to support key stakeholders including senior leaders across Westpac Group.  The role will require you to deliver existing reporting with consistent accuracy but the focus will be on designing  building and delivering new reports and insights while continuously improving the existing. As a Senior analyst within the team you will also be a resource for technical advice to analysts within the team as well as carrying out some quality reviews.  What is it like to work here?  As well as good pay and a great culture  joining the Westpac family means you will get some of the best banking  wealth and insurance benefits in the market. We back our employees by helping them work towards industry-recognised qualifications  using online learning  training modules and career planning tools for you to grow with us. We will even pay you to do volunteer or community work. As an equal opportunity employer  we are proud to have created a culture and work environment that values diversity and flexibility – and champions inclusion.  What do I need? Strong SQL experience with the ability to translate the data into meaningful insights back to stakeholders Experience with Teradata and/or Oracle Demonstrated experience using Business Intelligence tools such as Tableau or PowerBI Excellent stakeholder engagement Ability to source new information and design solutions that meet stakeholders’ unexpressed needs ETL exposure an advantage How do I Apply?  Start here. Just click on the APPLY button.  As part of our commitment to creating a diverse and inclusive workplace  this role is open to experienced candidates seeking a discussion around workplace flexibility. We invite candidates of all ages  people with a disability and Indigenous Australians to apply. Our people are our highest priority and we are committed to placing our redeployees in available roles before we review other applicants. T he health and wellbeing of our employees is our priority and we will ensure that physical distancing requirements are met in all our workplaces as long as required.  The Westpac Group has implemented an Entry to Workplace Policy that requires employees and others entering our workplaces to be fully vaccinated against COVID-19 by relevant dates set out in the policy (subject to applicable medical exemptions). Our employees are required to comply with the policy regardless of whether they are in customer-facing or non-customer-facing roles (as employees in non-customer-facing roles are required to attend the workplace under our Hybrid Working Strategy). Further  the Westpac Group is required to comply with State/Territory issued public health orders/directions which require relevant workers to be vaccinated against COVID-19 to enter workplaces.  By applying for this role  you acknowledge that you are aware of our Entry to Workplace Policy   and if you secure employment with us  you will be required to comply with the policy., Financial Services,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
689,,Sidekicker,Data Analyst, Melbourne, Victoria, Australia , Entry level,Full-time ,Description  Who is Sidekicker  Sidekicker is one of Australia’s most exciting home-grown startups.  Launched in 2013  and backed by SEEK with 5 offices across Australia and New Zealand  Sidekicker is now Australia and New Zealand’s largest online staffing platform  using technology to radically improve how businesses hire and manage casual  temporary and contract staff.  Sidekicker employs over 10 000 casual staff  or Sidekicks  seamlessly connecting them with businesses hiring staff across hospitality  events  office admin  industrial and promotions.  We are at a pivotal point of our journey  with lots of exciting change ahead. We are looking for future leaders to take our business to the next level. If you want to be part of driving disruption  working in a fun and fast-paced environment with the best and brightest from across the technology industry then read on...  Find out more about Sidekicker by visiting: https://sidekicker.com  The role  The commercial team enables our customer and new ventures teams to be successful in growing into new industries and territories. The team uses commercial thinking  strategic problem solving elements to support the wider business in modelling  shaping and testing our sales and business approach across our supply and demand marketplace.  Based in Melbourne  the Senior Growth Analyst will be a key player in our fantastic newly created team. You’ll be responsible for leading and growing the data strategies for the business using commercial thinking  data and systems to help us win. This is a unique opportunity to join a high-performing  fast-paced and fun team that is hungry for success and results.  Key Responsibilities  Business Wide Responsibility: Use your problem solving skills and strategic thinking to contribute to the Sidekicker next phase of growth. Be the voice of data and provide strategic support  data and insights to other internal divisions - product and operations. Develop  improve and maintain data and revenue reporting processes that will be implemented company wide. Drive and lead all data reporting requirements on a weekly  monthly  quarterly  half-yearly and annual basis. Maintenance of the Salesforce and Periscope reporting suite and conduit for Leadership. Prepare ad hoc analysis and reports in line with business strategy and present your recommendations to the team and leadership  taking ownership and recognition of your work. Develop meaningful and insightful reporting metrics and dashboards. Provide recommendations to the business on technology or tools to better improve data reporting.  Sales & Marketing (Demand & Supply) Responsibility: Set performance targets to support new and existing KPIs across all channels - i.e. across supply  demand and marketing. Monitor and analyse core Sales KPIs and provide stakeholders with insights and dashboards within Salesforce and/or Periscope. Use methodical analysis and insights to influence/support campaign strategy and budgets. Report on key metrics  analyse and interpret trends to provide actionable insights based on available data. Configure data capture forms to ensure seamless tracking across multiple channels for demonstrable ROI. Attribute the impact of multi-channel campaigns and implement innovative strategies for improvement. Perform ROI/CPA analysis to evaluate the efficiency and effectiveness of different campaigns. Use available data sources to deep dive and troubleshoot campaign (and overall) performance issues. Build tailor-made reports with appropriate analysis and monitoring tools. Conduct regular reporting and analysis to identify opportunities and measure channel performance. Help implement efficient revenue tracking mechanisms with ROI cohorts. Translate complex data into convincing reports and findings. Involvement in special projects supporting as required e.g. Developing customer segmentation for the Customer team to better understand our core growth markets and potential. Activate segmentation throughout business and marketing opportunities. Work with the team on researching the competitive landscape  including ensuring how we can present the most appealing opportunity for our customers and Sidekicks.  What We Are Looking For In You BA or BS in Marketing  Economics  Business  or related fields. Strong quantitative  analytical and problem-solving abilities. A solid understanding of Mobile attribution  GTM  Google Analytics and other web analytics packages. Experience in data analysis with proficiency in extracting and manipulating large datasets using SQL / MicroStrategy / Tableau / Excel (or similar). Highly proficient with analytical software including Google Analytics and Adobe Analytics or equivalent. A self-starter who is highly motivated and passionate about finding insights through data.  Why we think you will love Sidekicker We do meaningful work every day - we move fast and focus on what matters. We are empowered to make decisions - we don’t let processes and approval hierarchies get in the way  we trust our team to use their judgement. We are obsessed about solving customer and Sidekick problems - we are always testing  learning and improving what we’ve done before. We have fun - we celebrate our successes & don’t take ourselves too seriously.  Diversity and Inclusion Statement  We stand out from the crowd because we invest in our entire ecosystem from staff to business customers and Sidekicks. Yeah  sure  we run an amazing platform  but we know that the secret sauce to success is making sure everyone has a voice  everyone is represented and respected.  At Sidekicker  we are committed to an inclusive culture which values diversity of thought  opinion and background and where all employees have equal access to opportunities. We love that our current team is made up of more than 20 different cultures and we are excited for this representation across our business to continue to grow.  If you need any modifications  please let our talent team know and they will be happy to assist.  So  what are you waiting for? If you are interested  please apply by submitting your CV and cover letter!, Staffing and Recruiting,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
690,,GitHub,Senior Data Analyst, Brisbane, Queensland, Australia , Mid-Senior level,Full-time ,GitHub helps companies  organizations  and groups of individuals succeed by allowing them to build better software  together. We're looking for a Senior Analyst of Data Analytics  Sales Operations to provide best in class analytics and data management practices within a quickly growing sales organization. In addition to exceptional technical prowess  a candidate for this role must exhibit extraordinary attention to detail and project management skills. This role will work closely with multiple teams across the organization as we continue to grow and scale. As a key subject matter expert on our sales data and metrics  Sales  Finance  Marketing  and Product will depend on our insights. This role will also pair closely with our Data Science and Data Engineering departments to assist with ETLs  advise on data pipeline buildout and rationalizing disparate data sets. GitHub is an exciting place to work and you'll be an important contributor and join a tight-knit environment of technical and business-minded individuals. This position will be based in Asia Pacific or Europe Responsibilities: Develop and maintain SaaS metrics in BI tools in addition to ad hoc analysis to help drive strategic business decisions Develop and maintain methods to organize and compare disparate data sets Create and maintain dashboards that tie back to business and product goals Work with the Senior Manager and Sales Leadership to assess metrics needs and compile reporting requirements Collaborate closely with GitHub's Sales  Finance  Marketing  and Product teams to optimize how we capture  analyze  and report business and product data Work with Product  Marketing  Sales  Finance  and Deal Desk to analyze customer data to help shape policy Report insights across business functions (Sales  Marketing  Finance  and Product) to track company progress and periodically validate the total addressable market sizing for specific go-to-market verticals or use-cases    Minimum Qualifications: A Bachelor’s Degree in statistics  math  engineering  computer science  economics  business  or a related technical field. 7-10 years of overall data analyst experience 4+ years of hands-on experience working with Salesforce.com  data management  KPI development  and BI reporting management. Background in direct support of a sales organization. Excellent data analysis and communication skills. Expertise in SQL (mysql  postgres  hive  presto) and Python. Experience developing and maintaining ETLs (Airflow experience is a big plus). Experience with statistical modeling and data visualization tools (Power BI experience a big plus). Working understanding of Salesforce.com's core data model and functionality  including reporting tools and data loader. Experience solving real-world data problems with code. Demonstrates problem solving  decision-making  and process-improvement skills. Strong intellectual curiosity and capabilities. Familiarity and experience with competitive analysis  and communicating to a diverse audience of stakeholders. Ability to manage deliverables and expectations across multiple key stakeholders.    Who We Are:   GitHub is the developer company. We make it easier for developers to be developers: to work together  to solve challenging problems  and to create the world’s most important technologies. We foster a collaborative community that can come together—as individuals and in teams—to create the future of software and make a difference in the world.   Leadership Principles:   Customer Obsessed - Trust by Default - Ship to Learn - Own the Outcome - Growth Mindset - Global Product  Global Team - Anything is Possible - Practice Kindness   Why You Should Join:   At GitHub  we constantly strive to create an environment that allows our employees (Hubbers) to do the best work of their lives. We've designed one of the coolest workspaces in San Francisco (HQ)  where many Hubbers work  snack  and create daily. The rest of our Hubbers work remotely around the globe. Check out an updated list of where we can hire here: https://github.com/about/careers/remote   We are also committed to keeping Hubbers healthy  motivated  focused and creative. We've designed our top-notch benefits program with these goals in mind. In a nutshell  we've built a place where we truly love working  we think you will too.   GitHub is made up of people from a wide variety of backgrounds and lifestyles. We embrace diversity and invite applications from people of all walks of life. We don't discriminate against employees or applicants based on gender identity or expression  sexual orientation  race  religion  age  national origin  citizenship  disability  pregnancy status  veteran status  or any other differences. Also  if you have a disability  please let us know if there's any way we can make the interview process better for you  we're happy to accommodate!   Please note that benefits vary by country. If you have any questions  please don't hesitate to ask your Talent Partner., Software Development,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
691,,DXC Technology,Associate Data Engineer, Adelaide, South Australia, Australia , Associate,Full-time ,DXC Technology (NYSE:DXC) - where brilliant people embrace change and seize opportunities to advance their careers and amplify customer success. People are the heart of our business. We support each other and work as a team  globally and locally to deliver excellence for our customers and colleagues. We use the power of technology to deliver mission critical IT services that move the world. DXC.com  Do you want to further or gain experience in the area of fraud detection and investigation? DXC Analytics has a fantastic opening for an Associate Data Engineer to join our team. As a “virtual-first” organisation  this role can be based in Sydney  Melbourne  Adelaide  Perth  or Canberra.  The Associate Data Engineer is responsible for delivery of Data Engineering for our clients in the area of fraud detection and investigation. You will leverage your ETL/data analysis experience and have the opportunity to be further developed in some market leading tools within this space.  As Associate Data Engineer You Will Deliver data solutions for our clients Build data pipelines containing large volumes of data Extract  transform and load data from a variety of sources using primarily ETL tool Investigate and resolve data related issues and provide support and troubleshooting expertise Engage with clients utilising your excellent communication and presentation skills Support multiple client engagements when required Work with Practice Leads and SMEs in responding to new opportunities/proposals as required What You Will Bring To The Role 1 years’ work experience in a Data Analytics or Engineering role 1 years’ experience with ETL tools Proficiency in Scala language including functional and recursive programming or another functional programming language Understanding of Apache Spark including datasets and their interaction with Scala classes and functions highly regarded Working knowledge of SQL Experience working with Big Data databases Sound analytical skills and attention to detail Positive attitude with a passion for supporting your team and clients  and offering creative solutions and insights Willingness to learn and absorb business context in fraud detection Australian citizenship or Permanent Resident Status for Australia Our Culture And Benefits  DXC is committed to building better futures for our customers  colleagues  environment  and communities. We take care of each other and foster a culture of inclusion  belonging and corporate citizenship. We put this to action developing and implementing societal initiatives within our Social Impact Practice. #WeAreDXC  Our “people first” philosophy means we offer competitive remuneration  benefits  training and career opportunities that reflect our commitment to improving the lives of our employees  and the communities in which we live and work.  We are an Equal Opportunity Employer  DXC is proud to be an equal opportunity employer and we welcome submissions from people from all walks of life. We celebrate our diversity and recognize it is the unique contributions of our people that give us our edge. We stand by the ‘bring your whole-self to work’ philosophy. It is our inclusive culture that powers our results  and our company grows only if our people grow.  For more information  visit http://www.dxc.technology/analytics/offerings/139783-services_solutions, IT Services and IT Consulting,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
692,,eTeam,EDW Developer, Sydney, New South Wales, Australia , Mid-Senior level,Contract ,Skills Required Teradata  TD utilities  Informatica (Optional), IT Services and IT Consulting,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
693,,DXC Technology,Associate Data Engineer, Macquarie Park, New South Wales, Australia , Associate,Full-time ,DXC Technology (NYSE:DXC) - where brilliant people embrace change and seize opportunities to advance their careers and amplify customer success. People are the heart of our business. We support each other and work as a team  globally and locally to deliver excellence for our customers and colleagues. We use the power of technology to deliver mission critical IT services that move the world. DXC.com  Do you want to further or gain experience in the area of fraud detection and investigation? DXC Analytics has a fantastic opening for an Associate Data Engineer to join our team. As a “virtual-first” organisation  this role can be based in Sydney  Melbourne  Adelaide  Perth  or Canberra.  The Associate Data Engineer is responsible for delivery of Data Engineering for our clients in the area of fraud detection and investigation. You will leverage your ETL/data analysis experience and have the opportunity to be further developed in some market leading tools within this space.  As Associate Data Engineer You Will Deliver data solutions for our clients Build data pipelines containing large volumes of data Extract  transform and load data from a variety of sources using primarily ETL tool Investigate and resolve data related issues and provide support and troubleshooting expertise Engage with clients utilising your excellent communication and presentation skills Support multiple client engagements when required Work with Practice Leads and SMEs in responding to new opportunities/proposals as required What You Will Bring To The Role 1 years’ work experience in a Data Analytics or Engineering role 1 years’ experience with ETL tools Proficiency in Scala language including functional and recursive programming or another functional programming language Understanding of Apache Spark including datasets and their interaction with Scala classes and functions highly regarded Working knowledge of SQL Experience working with Big Data databases Sound analytical skills and attention to detail Positive attitude with a passion for supporting your team and clients  and offering creative solutions and insights Willingness to learn and absorb business context in fraud detection Australian citizenship or Permanent Resident Status for Australia Our Culture And Benefits  DXC is committed to building better futures for our customers  colleagues  environment  and communities. We take care of each other and foster a culture of inclusion  belonging and corporate citizenship. We put this to action developing and implementing societal initiatives within our Social Impact Practice. #WeAreDXC  Our “people first” philosophy means we offer competitive remuneration  benefits  training and career opportunities that reflect our commitment to improving the lives of our employees  and the communities in which we live and work.  We are an Equal Opportunity Employer  DXC is proud to be an equal opportunity employer and we welcome submissions from people from all walks of life. We celebrate our diversity and recognize it is the unique contributions of our people that give us our edge. We stand by the ‘bring your whole-self to work’ philosophy. It is our inclusive culture that powers our results  and our company grows only if our people grow.  For more information  visit http://www.dxc.technology/analytics/offerings/139783-services_solutions, IT Services and IT Consulting,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
694,,IBM,SQL Developer, Sydney, New South Wales, Australia ,,Full-time,"523379BR  Introduction  Software Developers at IBM are the backbone of our strategic initiatives to design  code  test  and provide industry-leading solutions that make the world run today - planes and trains take off on time  bank transactions complete in the blink of an eye and the world remains safe because of the work our software developers do. Whether you are working on projects internally or for a client  software development is critical to the success of IBM and our clients worldwide. At IBM  you will use the latest software development tools  techniques and approaches and work with leading minds in the industry to build solutions you can be proud of.  Your Role and Responsibilities  SQL Developer  For more than one hundred years  IBM has been helping governments  businesses  and other organisations all over the world leverage technology to drive and implement change and to promote and accelerate scientific discovery. Along the way  we and the world have weathered many storms. And each time IBM has emerged a stronger  more capable company.  To continue to help the clients we support achieve their goals  IBM recently acquired Envizi.  Envizi is a global leader in energy and sustainability data and analytics software that enables reporting and management of ESG indicators including energy  greenhouse gases  environmental and social responsibility metrics.  They are already helping companies all over the globe reach their sustainability goals and drive better business outcomes.  We believe there is a smarter way to achieve a sustainable future  and we are helping organizations harness the power of data and analytics to optimize for a low carbon future.  What We Are Looking For  We are looking for an SQL Developer to join our growing software engineering team to help maintain and develop our data platform and reporting services.  The ideal candidate is a motivated individual that can make an impact and contribute to the product development team’s success.  Work with a dynamic  entrepreneurial team in one of the fastest growing sectors of the ""green economy” Be at the forefront of change Join the leaders in energy and sustainability data and analytics software Permanent opportunity in our Sydney office  What will I be doing?  Complete code reviews for your fellow developers Release changes which have been verified in a testing environment to production Participate in team stand up  review work in progress with team members and discuss any issues blocking the progress of your work Organise an energy consumption report to be optimized as customers experience performance issues when running the reports Have call/s with the product manager to understand the functional requirements and use cases of the tasks you are working on Implement changes to the energy consumption reports in a dedicated testing environment Test the changes and troubleshoot any bugs Plan for tomorrow  including preparation of work before starting new tasks that have been assigned to you related to optimizing a data query that underpins our greenhouse gas reporting engine  What skills and experience will I need?  Technical Excellence with Microsoft SQL Server version 2014 / 2016 or later You will be able to identify and demonstrate your experience in optimizing and scaling relational databases You will be required to work in small cross functional teams following agile engineering principles. This will require you to work and communicate well with a team of software developers  product managers  QA and designers.  Other Ideal Skills  But Not Essential  Microsoft Power BI MDX and DAX Source Code Management and Version Control tools such as Git JavaScript framework C# .Net Atlassian's Jira / Confluence platform  You will be supported with team inductions and internal training to help you get up to speed as quickly as possible.  As you get up to speed  you will start to take on further tasks. Such as a client problem to be solved by your coding and technical skills  in collaboration with other team members.  You will be an advocate for quality assurance  conducting code reviews on your own code and that of your fellow developers.  Ideally 12 months in the role  we will expect that you will have mastered the product's relational database and its associated tables.  Having achieved this you will be able to coach newer team members and help train them to follow in your footsteps.  This team and opportunity supports a good work life balance and supports employees with flexible working arrangements including  working from home.  You will be applying for one of the most exciting opportunities where technology is being used to help drive global impact & change while working with a dynamic and entrepreneurial team in one of the fastest growing sectors of the ""green economy”.  Sign me up!  If you tick these boxes  and are ready to start your next challenge with a career at IBM – click “Apply” today. To find out more  head to www.ibm.com.au/careers  Required Technical and Professional Expertise  as above  Preferred Technical And Professional Expertise  as above  About Business Unit  IBM’s Cloud and Cognitive software business is committed to bringing the power of IBM’s Cloud and Watson/AI technologies to life for our clients and ecosystem partners around the world. IBM provides you with the most comprehensive and consistent approach to development  security and operations across hybrid environments—with complete software solutions for business and IT operations  development  data science  security  and management. Our experts and software capabilities help organizations develop applications once and deploy them anywhere  integrate security across the breadth of their IT estate  and automate operations with management visibility. With IBM  you also have access to new skills and methods  governance and management approaches  and a deep ecosystem of industry experts and partners.  Your Life @ IBM  Are you craving to learn more? Prepared to solve some of the world's most unique challenges? And ready to shape the future for millions of people? If so  then it's time to join us  express your individuality  unleash your curiosity and discover new possibilities.  Every IBMer  and potential ones like yourself  has a voice  carves their own path  and uses their expertise to help co-create and add to our story. Together  we have the power to make meaningful change – to alter the fabric of our clients  of society and IBM itself  to create a truly positive impact and make the world work better for everyone.  It's time to define your career.  About IBM  IBM’s greatest invention is the IBMer. We believe that through the application of intelligence  reason and science  we can improve business  society and the human condition  bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world.  Restlessly reinventing since 1911  we are not only one of the largest corporate organizations in the world  we’re also one of the biggest technology and consulting employers  with many of the Fortune 50 companies relying on the IBM Cloud to run their business.  At IBM  we pride ourselves on being an early adopter of artificial intelligence  quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world.  Location Statement  For additional information about location requirements  please discuss with the recruiter following submission of your application.  Being You @ IBM  IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race  color  religion  gender  gender identity or expression  sexual orientation  national origin  genetics  pregnancy  disability  age  veteran status  or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.", IT Services and IT Consulting,https://www.linkedin.com/feed/?doFeedRefresh=true&nis=true
